export_source_country_2021,"Afghanistan, Islamic Rep. of",Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Rep. of","Aruba, Kingdom of the Netherlands",Australia,Austria,"Azerbaijan, Rep. of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,"Belarus, Rep. of",Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Rep.,Chad,Chile,"China, P.R.: Mainland","China, P.R.: Hong Kong","China, P.R.: Macao",Colombia,"Comoros, Union of the","Congo, Dem. Rep. of the","Congo, Rep. of",Costa Rica,Côte d'Ivoire,"Croatia, Rep. of",Cuba,"Curaçao, Kingdom of the Netherlands",Cyprus,Czech Rep.,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,"Egypt, Arab Rep. of",El Salvador,"Equatorial Guinea, Rep. of","Eritrea, The State of","Estonia, Rep. of","Eswatini, Kingdom of","Ethiopia, The Federal Dem. Rep. of",Falkland Islands (Malvinas),Faroe Islands,"Fiji, Rep. of",Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep. of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,"Kazakhstan, Rep. of",Kenya,Kiribati,"Korea, Rep. of","Kosovo, Rep. of",Kuwait,Kyrgyz Rep.,Lao People's Dem. Rep.,Latvia,Lebanon,"Lesotho, Kingdom of",Liberia,Libya,Lithuania,Luxembourg,"Madagascar, Rep. of",Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands, Rep. of the","Mauritania, Islamic Rep. of",Mauritius,Mexico,"Micronesia, Federated States of","Moldova, Rep. of",Mongolia,Montenegro,Montserrat,Morocco,"Mozambique, Rep. of",Myanmar,Namibia,"Nauru, Rep. of",Nepal,"Netherlands, The",New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,"Korea, Dem. People's Rep. of","North Macedonia, Republic of",Norway,Oman,Pakistan,"Palau, Rep. of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,"Poland, Rep. of",Portugal,Qatar,Romania,Russian Federation,Rwanda,"San Marino, Rep. of","São Tomé and Príncipe, Dem. Rep. of",Saudi Arabia,Senegal,"Serbia, Rep. of",Seychelles,Sierra Leone,Singapore,"Sint Maarten, Kingdom of the Netherlands",Slovak Rep.,"Slovenia, Rep. of",Solomon Islands,Somalia,South Africa,"South Sudan, Rep. of",Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Rep.,"Tajikistan, Rep. of","Tanzania, United Rep. of",Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,"Türkiye, Rep of",Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,"Uzbekistan, Rep. of",Vanuatu,"Venezuela, Rep. Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Rep. of",Zambia,Zimbabwe
Morocco,43884,2836363,114857745,0,24134427,0,0,302875930,1969223,0,256930304,193759712,312180,48781,3249328,585701748,778200,45743378,552805178,0,94849458,0,0,456,2375372,534695,2029674415,36348,60000666,88173597,595968,2712851,28968,98394144,216365042,4029847,8388031,16438595,362526969,98034059,8508,17728578,2565135,23413688,32276472,933998,358509749,22249701,4032,182880,2469116,156623739,77187813,257347745,0,3967732,4436556,83091272,425088,14247913,0,1667662,476772,34345010,0,0,86592,29269634,7517396247,401862,43832461,16077025,2231144,1075201585,132863065,86192,86831567,0,0,0,498294,97075743,7456486,674808,1307816,0,13033440,69255902,5671813,1807054411,47878966,41352,5646178,95708512,22665240,1560066309,514908,194449956,8914958,143484,26753365,0,57836708,0,13138584,0,0,1555791,41693021,0,12090204,76763641,54653003,5997985,6531814,0,11129774,84936,112194245,18011006,780,262027102,5109995,305863692,0,45118,51660,124419,0,0,57459727,288,21213050,0,422316,926797088,1752484,75823136,4104,28666974,130912584,0,16317420,72295816,7764824,545719650,0,362052,0,4054516,41121443,1660285,351832837,512593733,30009772,251962001,188543602,4511948,0,28932,85450166,311114520,6248987,106248,19127784,155650657,0,69269679,79743402,0,1806223,46945779,0,7866408195,2632573,0,0,4044,5942205,384395,130830685,271364888,38658201,0,10909030,9457131,0,53128584,0,3941741,144183535,800185953,553392,0,3965423,84462088,132134801,1197294216,1103457665,44725275,0,0,922481,11531787,7137117,4134892,648516,25704
"Mozambique, Rep. of",14268,0,0,0,952314,0,0,1965,17652,0,898842,1231469,0,8940,21433042,877678,0,175578,80061056,29125,0,0,0,0,0,6856176,1307007,0,859304,0,122520,0,0,230043,38077151,0,0,73990,489426717,74852313,0,0,0,5838341,854372,0,1202028,31808288,415548,132086,88805,17503,1106690,0,0,62869,9222,35275,1469,0,0,0,25274600,11598,0,0,0,90122,13845743,0,1377468,0,99948,23838432,2460337,996,5091974,0,0,2654,11604,0,0,45076,0,0,0,2039160,0,803155231,4371601,0,0,13788,179652,134883005,0,91702064,926784,0,27080531,3458,193302537,29794,4128304,0,18230,296036,275167,6886485,13632,40876,0,5111466,717942,46231173,35645657,0,24946,2683,60535,15587,21120187,19476474,0,8172,0,0,0,1739628,0,0,172167,0,329499,561581689,0,61693,0,1034,5728259,43031,0,152610,2194274,43462857,0,21972,0,0,0,428160,100214843,27004314,1052796,1673392,13240152,990394,0,0,2444023,1892964,142017,0,0,150535390,0,0,29971757,0,0,855242062,43152,105625205,7563,0,0,7629,16044,247189,1980898,37135405,0,0,4248781,40858595,0,16517508,0,0,13780,10750721,0,0,406435,5423573,73179766,372257698,102338209,0,762131,1013,0,45583992,0,0,53772135,211105960
Myanmar,0,0,38640,0,0,0,0,1434934,0,0,29257012,1095651,0,0,2285103,125322193,0,137285,207279867,0,9278561,0,0,24807,0,164642,1516613,345514,3057361,1540000,0,0,12242463,13795499,47445872,0,0,7757174,4470847726,93877227,1662,3003221,0,1045452,0,74984,27751575,2866625,438575,0,80325,17966070,94483363,0,0,0,28004,672,0,0,0,119477,266183,0,0,0,0,4604785,80556446,0,0,0,0,455664704,3510372,0,4626957,0,0,1419,0,2850000,0,0,0,0,0,946201,78735,858000002,115336702,566589,144449,38792274,8098109,172275253,0,907804710,186528,0,18704,0,295925269,2101600,5180820,0,330106,361277,118897,0,13728,0,3012571,62199,0,0,303970811,5170,0,2841,0,0,170604,16261204,0,0,152281,20399,0,1736049,3765,0,0,0,18936338,379183949,4282,2978983,0,3429999,809761,0,0,10261496,5674617,64219517,0,1917067,1596723,121203,3203395,202151507,276911372,2615996,8730734,1506232,23448866,0,0,0,48057138,32136,1041337,0,0,213531735,0,1886506,52330003,678926,0,7014268,0,424684793,6082516,0,435,4371,156,892,98966004,1260581,0,15550,1324,3492851957,391617,37440,0,424512,0,9883513,0,0,0,1013656,56847239,393465885,593081464,689863,110635,474697,1279778,224470327,9529,273368,0,671
Namibia,0,0,303840,178845,38661112,1865,6689,320,0,0,5479637,246709,108,333557,62038,377009,0,29115,429504002,2808,242189,15212,0,444,0,439668322,80786,0,110287,1922,73,30527,60447,1345999,32848534,43647,37,1534154,2070382336,59300439,2,12513,72,81882031,121188,0,686448,729393,69917,982,1104863,219468,2310877,1826,3,25,246,167687,0,50,526,1,47477,3616,0,69875,0,16932595,103612686,0,75465,0,16404,207160536,2661797,65261,4400559,0,0,0,9700,2390,0,0,0,0,0,47107,1326,68782181,5566740,2555,10089,25599417,172113580,78835494,0,5202207,13929,1848,4416967,25144,4797824,2247,87581,0,0,882,75346,192462,97968,10155,802774,10918412,22,2278080,106671,46992,257712,0,631493,1101829,1267010,38259,0,46752,1560,108381,0,178003,24580453,0,0,0,0,89804821,0,23507,0,101536,9267682,0,0,35318584,53736,269278,0,118560,2748,0,0,18600,2219169,16419246,65876,135281,1063252,19844,0,0,2127182,264468,8647,1551544,2806,63509917,0,6673,158,0,0,1091646760,0,268451298,1344,3839,0,101978,77846,0,478367,3838667,0,45164,497685,5398990,0,0,0,0,0,297492,0,0,1248408,186529,96798406,42272563,121270310,209170,190,15590,0,13192812,7536,0,293711421,19562497
"Nauru, Rep. of",0,0,556665,0,2762,0,0,0,0,2610,2705539,8074,1604,1761779,7560,0,0,4905,1631,0,128761,0,0,179811,980,4908,0,7968,0,25152,0,0,0,4776,186339,0,0,0,101327,121,3986,49668,0,0,0,0,11856,0,113,0,0,0,1490,0,0,0,4244299,0,2512,0,0,0,69,0,0,917,7770,160,52124,0,0,0,0,9631,0,0,0,0,0,0,0,173,0,9387,0,0,0,34,678,16094087,573833,0,0,21198,0,31427,0,2866409,0,0,6072,0,16755659,2133,0,815,0,0,0,0,0,0,0,22,2697,0,0,0,0,0,0,0,0,13050000,0,565,1260,0,0,0,0,352,0,0,42,41894,18984,732,0,0,23268509,0,322,12642,0,0,0,0,0,13630,0,21641439,4830,190,0,0,4512,0,0,0,24840768,1080,61,15293,15345,112593,0,0,0,0,0,102936,0,22843,6336,0,0,0,0,0,8585,0,0,0,17460,95565159,0,408,0,2184,22836,58979,0,0,0,4435,40452,43045,2129516,0,0,4810,0,0,0,0,37,0
Nepal,76002,0,547131,0,1005,0,0,23670,26957,0,9398870,2118071,10386,6333,46671,5939000,0,0,3239872,0,0,4105,6498332,1357,0,0,434151,38661,53274,504,96,0,1560873,101,8009385,7383,0,192793,8407853,3049172,0,4860,0,0,7608,777,0,41324,0,0,24470,1396406,5213702,0,0,0,8930,45969,0,0,0,26697,0,4674,0,0,71168,514062,12547251,24120,0,0,19579,29858189,4644,0,219805,0,0,0,0,0,0,0,0,0,12599,528462,6732,1333725820,242098,0,1069,936557,134436,8018775,0,7781470,68364,140,4432,0,2013608,0,68871,2952,36752,122919,1624194,0,30432,0,307396,0,38064,119521,833668,26186,1634,75502,0,0,5332,189211,0,0,1116,2871,0,549,2585,406645,33698,0,0,5626843,233748,1255473,0,504,37642,0,0,1514869,994,1132480,46218,0,0,0,7524,164435,911394,214044,583230,201108,1736145,0,0,0,868,0,0,0,0,1249052,0,103790,138812,0,148,331946,0,1733384,735476,0,0,722,3108,0,1809455,3727758,94356,0,124020,843710,102,0,0,49932,96,21678111,0,0,61008,15485,3445591,23542079,132610208,15043,101,0,27195,1206432,85068,234976,23712,0
"Netherlands, The",34709526,103594132,595738974,585564,466730821,1865525,11090273,1241313892,62777591,155525794,4107336561,11274333243,125518666,84328922,232456808,419042876,23489267,278274410,94897241662,9135273,82236861,5174344,3409138,57871227,230132560,11540664,3626689566,41032470,2125090271,104935019,13257950,69366384,43460496,232372395,4419754741,19267253,28056055,926991155,18813504746,2347463716,42875316,774692362,4594055,130157361,73933968,146101016,360024323,1262265568,160532177,254038086,800552617,14128588126,11189508069,27462431,3968294,243680279,209671010,2673689490,58403653,36701041,4277421,1311112920,5576888,116291538,1184391,143069927,10804758,7644862594,75045769258,31933019,74520367,55631825,164801255,2.06414E+11,1047308526,580754052,4022660052,6958605,6047184,3381643,145311488,128248336,24291863,63533068,44003748,5318940,80657042,7113994149,972108988,2998742798,1063125347,524564461,594526413,8291411359,3511418917,38052209771,110715879,5106207566,447001649,531626469,699718764,940742,10336490545,71441823,694661447,23673150,16524727,1057629215,285433418,3167857,59370187,535078119,2134338326,2266346342,33217616,22805655,1248025198,22257603,145702886,625254254,266066392,106228891,64441943,3194942340,160985,134240084,65042707,45262473,198340,1502373839,89511024,36714494,32135656,135589,31224892,0,18298033,801259086,48653410,37699307,4504807577,454775,165703963,6669065486,308657364,791530007,245456,220997454,16194397,171316562,376133178,802188202,25417201150,6045350195,1058862070,4539218069,9370492938,49147353,26607155,3432953,3533882261,989910265,887214105,17807212,59504771,4116586271,58629369,2701389304,1553068554,1549734,21874268,3113626710,19369201,28383953068,150005252,1399802,7458119,79645126,79082781,251925228,20429047905,11571323775,43071311,12909845,167091241,1307150191,5560544,1221829146,384598,61727661,359072947,7992284100,68138497,194048,146489670,1609394581,3757556411,46969585473,34975329703,143994348,188471861,622247,34307488,1172112684,42741270,89209855,72495364,35097990
New Caledonia,0,0,0,596847,0,0,0,0,0,0,15425531,36,0,0,0,0,0,0,65599813,0,46656,40176,0,0,0,0,497184,0,0,0,0,0,1350048,51024,1327296,0,0,28908,471237565,18116090,0,0,0,0,0,16764,52044,0,0,0,0,0,5149,14496,0,114480,0,0,0,0,0,660,0,0,0,0,191928,1740,132827916,1486323,59868,0,0,731183,0,0,0,0,0,408,0,0,0,2544,0,1872,0,0,0,61474116,276792,0,0,93460,180,860718,0,207296584,473628,0,1286052,0,228073427,0,0,0,0,0,0,0,0,0,0,15096,164808,0,54840,0,217752,0,0,0,63660,0,0,0,0,0,0,25356,0,0,4908,0,0,115622,0,2012937,0,0,0,180,0,3288,0,600,0,0,51726,0,0,39288,180,48024,0,0,3372,0,0,0,0,61848,0,19572,0,937124,0,0,0,61368,0,0,0,46728645,0,0,0,0,0,0,83146,400104,0,0,45060,77172,0,14484,1692,0,27204,1884,0,0,0,0,209136,280478,64785111,0,0,4371410,0,441048,0,0,0,0
New Zealand,37957,523036,162903142,18396584,2283859,2467610,1213232,18348727,73969,828631,4936284031,20860602,9317260,1133771,39835376,260615771,15915235,750500,120072877,711343,2863952,2030862,166645,499544,132262,553569,63618493,3527199,10701796,375912,0,0,9149434,17390277,451858359,27881,34134,121179846,12545413181,756834050,5177690,14438359,255595,2294918,2407035,4260440,17295527,813211,20077206,621265,14018583,18754561,69870841,3141986,71446,6967576,4838476,197837882,18523379,791329,3162,4137430,25851,627797,375721,2111111,238466819,8692114,271805523,109092429,169168,361430,36723434,493964568,19535211,463744,31983436,82912,2764844,0,24307478,622859,0,18284247,145271,0,1004572,2695873,1432514,285272770,799767104,2027368,10943940,53654682,15366359,155455060,21720048,2255960559,41466698,1369323,4136463,6390482,1236335665,0,45329556,41216,543556,7223585,2820841,0,1226008,55283494,11098348,385941,3455571,0,641618338,7355808,310247,4982603,3738258,318218,50085784,266844432,1844992,89197,10508839,184909,0,22608836,2902788,37614559,610010,1490695,9270461,493074428,82176898,0,35419,0,148206029,0,0,30533007,76662133,38696877,568029,25724189,108250745,1725640,57299818,421016819,66526656,18422910,19391797,6455191,147472007,23331,20856,0,401245523,6831830,1417433,1129176,1161056,777584964,0,3093077,5510433,14875404,5211350,112435629,19420,90442508,218588746,318721,1954682,520086,13877363,1694,44049741,77796533,10855478,0,2556248,677277968,2797613,2144028,51761728,42117756,1939496,20956458,0,2953109,530700,12740184,541870904,864089031,4194031033,11285230,14045,27202998,220891,521984518,7742,2713483,227563,1315444
Nicaragua,0,12708,96,0,32940,37619,31046,302004,0,55392,11845980,3876252,0,64536,30586,0,1440,13989,85114678,721992,901,5820,0,1617086,0,0,6847749,0,3295152,0,0,0,156684,0,33365384,0,0,3833391,16487035,24154104,9180,20575368,0,4800,2779764,189331871,273816,22489,7516814,217849,421680,735036,636300,0,0,20947296,33857231,0,386383990,0,0,0,0,0,0,0,0,4282159,29911974,0,0,0,0,67939403,1542276,0,1391052,0,0,0,161611536,0,0,974028,11138628,0,336995710,865740,845940,7292087,16164,61104,30948,4726416,557316,49787724,2024376,19317811,6738792,0,163608,0,25409534,0,31692,0,0,456120,1214856,0,154973,217620,723696,0,226476,0,3449640,0,0,16212,26763,4169639,0,768626151,0,0,0,111360,0,87240,23376,0,14629,0,0,40498537,0,1296696,0,0,70752,0,17592,1470547,336792,89664,0,65698494,0,14208,6851208,261564,3793320,11305992,5940,1100880,13114382,0,0,0,514260,161976,583239,4249,0,677460,0,2295684,11208,0,0,2080320,0,41199496,153900,0,0,0,0,268284,18638932,26887525,125916,0,0,5305177,0,251872,0,103860,412025,3355896,0,0,0,788592,6074580,56799691,3671222263,121416,0,0,15865464,4093560,0,0,7800,0
Niger,0,0,5737903,0,1855,0,0,10000,0,0,93800,0,0,320524,0,0,0,755,78106,0,27823329,0,0,0,0,0,0,566,23388,1470419952,1828,78662,1366,33290,26339936,0,46705281,0,190216,10041,130979,0,0,15272,204017,3663,4311114,1394,0,0,0,0,0,7389,0,0,9604,4239881,6331,0,0,0,890,1790911,0,0,44107,243708,218635403,5246,257232,174876,0,7161759,40881916,0,0,0,0,0,0,259463,0,1272,0,0,0,29164,0,31663,0,0,0,0,55488,103728,0,3101896,0,0,810,0,19103,1137,0,0,0,0,6303,0,108,422265,0,2273,10514,0,39272,0,280838784,144,0,137333,0,0,0,0,1709,0,0,239568,0,0,1521,0,40660,109039,0,10,0,0,105124262,0,0,2601,0,0,13,0,0,0,0,0,3117,4806,51263,14,158032,168980,0,0,201612,2332080,0,0,30148,0,0,0,226,0,0,1144224,0,2909508,0,0,25247,17,52548,39454,164429,9243,0,707,0,0,0,2687810,0,0,548124,11167107,0,0,912,10163,14364674,310384,26353849,0,0,0,0,0,0,0,0,0
Nigeria,0,482897,24283897,0,1644684,0,123570,3447050,652164,1123,95231143,0,68490,2983,3796,161587,0,2096792,2147139,0,48034867,0,0,1373917,359955,0,1111364399,94385427,3,470405,0,51516,336735,707974273,2441302047,0,21360079,51210865,5271932696,3076663,1295800,0,0,3508237,370942,152608,2308865879,140101431,0,0,778934,71990175,159015859,0,3318,3598,635547,0,966527,0,19530,564480,0,0,0,0,0,0,3280554670,22477,18135500,0,41844,763610161,387444799,0,0,0,22713,0,2185000,714131,0,35631,0,0,335070,3304944,27634,15487854625,2398536085,1875731,0,29043,2273,3024470029,0,667604231,4580413,96536,1412218,0,693260763,0,0,5217,0,309719,3770066,3641,0,0,771596,6415325,0,0,0,18,10770732,70860,0,1122703,0,0,0,31025,3490,2133,55,0,6551626,5110652,78388,0,0,2345695526,636,21434,0,2405470,0,0,101342,25674880,67202,4604725,0,0,0,104940,773722052,8106835,8,1301158013,157307,0,0,0,0,0,2074,580991286,1646194,27582,0,227609946,0,11887,349308,0,0,2342687109,0,4430008296,0,439,4824,4939,3000563,0,1,47072336,0,7835,19068,1070200,0,5937515,0,132399,0,0,0,0,377140,7932122,355902,922711837,2951254687,388524249,7466,0,0,341234044,1133836,0,0,0
"Korea, Dem. People's Rep. of",0,39588,2407254,0,1577721,0,0,0,52812,0,0,350,43018,598918,0,477514,1397062,3490,190676,22745,406507,95275,0,19454,16859,0,152400,537980,3644,819479,528434,466715,57508,251207,62920,44684,0,0,54610656,0,0,247720,225384,1823341,135454,364266,140853,15146,6185567,0,0,13385,92062,0,92872,15842745,2609423,0,86657,0,12649,0,38908,11742078,0,196562,976377,6919,0,269117,1077649,112356,0,0,1687223,0,3036,3762,322022,0,0,1286089,96158,11203,0,0,0,2729,0,5932610,14632554,0,0,214,0,6221,0,0,0,3495,53841,0,0,35922,20,1320,0,223,1978804,0,3414629,0,0,22,165873,63049,0,97559,676938,0,0,61298,0,15000,0,332562,18,0,0,0,997116,0,25755,0,498556,31367,256470,0,50364,1757070,0,0,178707,0,75144,758,0,0,0,0,504,0,75839,0,0,595,38275,1266177,0,197480,0,39068580,0,51087,1017189,0,0,5605,0,0,0,96463,0,76778,867,465,155778,140032,0,5375173,430,0,0,53191,8270460,254652,2638,5083135,0,936420,0,0,0,0,2131042,54722,3824990,1291166,0,13580,216807,4498,5561962,0,6324,242388,5284815,349353
"North Macedonia, Republic of",35406,110260160,355308,0,0,0,0,2402,552066,0,5309711,87535575,438997,0,34530,44286,14765,5887828,93148625,4347,223954,0,0,0,107212725,47047,4403336,0,380173973,0,3263,0,0,88865,4272763,7279,5456,31814,66879938,3203164,0,6924,0,0,13717,0,186493,108699533,0,78096,1186004,157113044,8584754,0,0,1561501,0,810071,4659,5766,0,1386573,0,109,0,0,0,136220436,87082128,102348,10643,0,904471,3923056550,437792,0,216328559,0,0,0,384,0,0,0,0,0,0,253931218,9632,1325966,11500852,491010,1952976,408488,4592977,230630562,0,1154254,437878,354673,193638,0,966605,306185946,15619,0,0,3531542,409413,0,0,615171,5844562,3298289,14985,0,4189,31942,0,611039,0,0,11623,6647848,0,3380829,43802,31832730,0,113169,0,0,0,0,489,110776673,0,65600,0,52590,30092,0,0,6416975,151975,468028,0,122309,0,62208,0,30017,89660983,11692495,191641,112452680,48929043,0,0,0,4649446,0,299402351,0,0,68619,0,155949657,99234326,0,6724,1808991,0,157804587,0,0,0,0,0,15009,29594486,70317858,0,0,19738,585091,0,225565,0,0,1222332,142086926,0,0,53055,11081326,1913788,242188501,161694923,5913,9718,0,0,463656,435303,0,0,0
Norway,2170197,4117783,35586265,0,164040177,19765,218029,59271636,14489689,3711025,297577950,395691107,53923797,159030638,14960321,16521006,2649162,137935566,9368064519,140546,4772229,464304678,99749,8355149,3783488,48976,721450299,206345506,33567532,740406,33946,1871242,1583748,74250374,985229435,352114,129087,135534366,9065248823,270263871,3064787,31301051,0,12017297,46409264,16065989,11959786,121761162,309935,955536,28470928,290436318,4385305745,441658,292710,66766511,9611758,257299541,821836,1592949,75919,210555204,73509,2426027,10850,127059266,4100,1623458670,11589707393,188962,6438566,4347916,9637256,30539120414,53890578,1436367,775746593,5350409,426611,180670,24247844,1948507,0,20750263,5817302,0,1508579,85888551,733784619,1332989264,199977731,1786088,3093453,964317133,241163776,2096859605,24218299,1105466780,9538250,77839679,21896146,0,2486115442,0,50675556,2734360,277425,209534616,4981588,1084,45049725,818875,621643882,33527055,156601,707373,175548504,424864,590540,16961405,77376134,8052205,4268166,200220712,0,3745382,153363,1212798,0,53342859,32952670,1609830,11949523,0,1036578,12783971342,2167442,33942144,236721,1178791,1307896253,0,305502,0,19606939,65209347,0,15798619,470967,712870,19874203,71785689,3385427967,633403787,151310578,129880896,431714775,363700,6640512,21412,120915883,22560269,57415617,1590750,508799,392280251,1301,77102815,20199694,1306,157313,81688623,1148,2557058543,8928036,232231,293641,381909,1235927,1213821,12676081888,423938512,1206699,112011,8367212,430801557,0,30816373,0,18818457,6899874,1704554626,867842,0,907687,318135299,253714207,32992956638,4444643080,16734794,3760087,234,899203,282848311,24619,55286,437951,1393034
Oman,3120,4939716,118583626,0,4480399,0,0,51553304,15912,9132,133215863,121781,319920,0,116916972,93022562,20892,59172,112647504,0,18125628,792,0,1116972,1944,60655,297168071,107526,930335,403704,81020,33156,8212512,38988761,54799737,0,902292,29249863,1022942639,152277632,0,45163868,3233545,6521796,3545964,6973224,16028359,1370760,0,0,653750,15246497,3138274,58813411,32124,4175791,10420903,411692237,9126727,3158511,7955988,2109288,0,1092088,0,0,14040,986368,73937120,0,1030434,3313188,3062150,74915537,10516483,0,11605053,0,0,0,7634687,3239187,0,130236,0,0,2670432,236304,0,1326415730,171085465,404628913,119059235,27901070,0,65275719,4369480,35623826,68779722,447996,92909722,0,233697791,0,321514055,7860,0,465072,12320160,0,5898089,32585392,2843667,14508,68061870,20028,163955131,105194520,8772,1552176,6744,10331672,14681592,47247768,0,0,0,1034040,0,21556204,67617966,11676149,2757480,0,235905,227920343,75672,9381203,771312,102852,27936599,0,4812,6722164,0,156388527,0,973032,204588,13226412,32389440,12934113,8120914,6022511,993354406,9019179,8569024,64155,0,0,1728639260,5356757,67291,8062419,1260903,428269275,1464,1956,13324465,0,263602785,309130456,9888,76366903,49591912,0,0,0,14877556,612240,2317040,12102175,8709409,142692,104506537,183423932,0,11232511,0,24373040,15200691,326118337,22932,0,317810,14205836,3843455192,159807867,1702169794,33377328,1347708,26388,152892,148968341,11054328,780974280,456900,3636
Pakistan,839093668,5159131,17820948,15373,23464343,0,147229,44481925,107723,6336,300107652,14644383,5730302,274970,61527036,807089470,610658,1820178,711774626,45007,22031849,105622,1532,369906,62982,5847236,98750924,1128863,39919216,303292,271479,166170,26273282,11554586,361688228,13770,6927,114043023,3008827543,71986028,7724,52423290,6564959,18453821,2031103,4269235,40442345,16322455,33963,0,6116728,55112651,233531193,54394360,50035,9741433,7456937,105502667,4856546,244617,0,12132598,477050,728520,0,0,2295984,32298955,451607250,225704,601035,7492507,6592907,1557962590,53628067,38554,89900595,24220,110131,109005,10491795,24287297,7094101,1629483,5739865,0,15036539,24725187,376702,236478,167455432,17,44359433,85969912,0,889973772,1568499,201838393,34076697,192499430,249240398,11825,189974941,0,121733697,2766669,504778,16273493,11643502,215113,3626972,11543877,32761903,608765,88397481,7197635,379968981,6113330,348133,3931704,759,8154955,19110050,99254464,1455,221143,549132,4616681,0,28937612,117447333,12584812,147088,2774,4649301,1390530177,316983,53647932,3548333,47843,39644682,45,0,60323417,175589107,0,3384,16602242,22303874,8273800,31691742,141714849,328859913,242938838,414253844,50554078,174756430,507907,0,98495,402845338,22732611,1696953,1515562,2704030,75014407,0,23595844,88019743,29317,70145004,221563506,0,1013981207,344542674,47230,104161,155455,24925045,633878,165664902,15700044,6403338,2422702,109960856,248707850,2070737,8847287,117490,4784226,24691094,292838488,2983309,0,2498187,61909921,1160710002,2100861871,6044386442,6187598,48253225,125387,2871448,194147028,0,83078922,994692,12467414
"Palau, Rep. of",0,0,0,0,0,0,0,0,0,0,1697,22,0,0,24,0,17869,0,80,0,0,0,0,0,0,0,2382,0,0,0,192,0,15201,0,0,0,0,0,7126,9648,0,6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577,0,0,0,0,0,0,671,9580,126,0,0,0,0,0,0,0,0,0,0,0,38217,0,0,0,1798371,0,0,0,204,0,0,6,0,0,993,0,598259,0,413214,0,0,7668,0,14096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,271729,0,804,204,0,0,35368,0,1264,0,0,2224,0,0,0,0,0,0,0,0,0,8418,0,401088,0,0,0,0,70,0,0,0,0,55903,0,0,638,0,0,0,0,1409,0,0,0,0,0,382,0,407,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068,0,94944,0,0,0,0,0,0,0,90,0
Panama,0,0,0,229663,0,0,170220,7799,0,846069,1050737,1200,0,648309,2015,774312,1957833,0,4216864,202984,0,0,0,1848566,0,0,90241838,0,117085274,0,0,0,496392,0,49720999,0,0,3279650,1199247559,3713161,13951,16003668,0,0,0,41068827,0,0,2649837,2239098,0,176340,10928252,0,61000,3357217,8476267,0,11464981,0,0,0,0,0,0,0,0,0,2667187,0,0,0,0,183785692,0,0,354815,0,716361,0,19950503,0,0,3494373,304412,0,13465194,2028,0,191550009,13038,0,0,6096,191337,10706812,7737744,497323112,122112,0,0,0,386706815,0,106824,0,0,40000,76964,0,0,0,11496,0,0,0,746711,0,0,0,0,0,0,35314305,0,0,0,0,0,230340,0,2688,0,0,0,134753418,0,609901,17047419,0,0,0,0,23856,2641,154736,0,0,5284,445344,1036270,21454548,3632,992856,49409,33908,2294135,0,0,0,3030308,0,2076,0,0,313142,14559,0,4884,0,0,542333,0,328220307,50268,0,120576,30218,0,1013266,93248,11513210,0,0,0,32443960,0,0,0,2537743,0,3918557,0,0,0,318004,340659,27339351,151333162,219740,0,0,4264454,3927913,0,0,0,0
